"","Reference","Gene.Symbol","Annotation","log2FC_1_control_aa.0_control","candidate"
"12","sp|A1L0T0|ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2",-0.264530438796955,"not"
"13","sp|A1L390|PKHG3_HUMAN","PLEKHG3","Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1",-0.592552677074663,"not"
"14","sp|A1X283|SPD2B_HUMAN","SH3PXD2B","SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3",0.0526596564219126,"not"
"15","sp|A1XBS5|FA92A_HUMAN","FAM92A","Protein FAM92A OS=Homo sapiens OX=9606 GN=FAM92A PE=1 SV=2",-0.69766520540619,"not"
"16","sp|A2RRP1|NBAS_HUMAN","NBAS","Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2",-0.0599511731236149,"not"
"17","sp|A2RTX5|SYTC2_HUMAN","TARSL2","Threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens OX=9606 GN=TARSL2 PE=1 SV=1",0.0156308189180052,"not"
"18","sp|A2RUC4|TYW5_HUMAN","TYW5","tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens OX=9606 GN=TYW5 PE=1 SV=1",0.0159858348275232,"not"
"19","sp|A2RUS2|DEND3_HUMAN","DENND3","DENN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=DENND3 PE=1 SV=2",0.115986469478019,"not"
"20","sp|A2VDF0|FUCM_HUMAN","FUOM","Fucose mutarotase OS=Homo sapiens OX=9606 GN=FUOM PE=1 SV=2",-0.860196471199421,"not"
"21","sp|A3KMH1|VWA8_HUMAN","VWA8","von Willebrand factor A domain-containing protein 8 OS=Homo sapiens OX=9606 GN=VWA8 PE=1 SV=2",-0.020629088299426,"not"
"22","sp|A3KN83|SBNO1_HUMAN","SBNO1","Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1",0.123355529980977,"not"
"23","sp|A4D1E9|GTPBA_HUMAN","GTPBP10","GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1",-0.0243046378112055,"not"
"24","sp|A4D1P6|WDR91_HUMAN","WDR91","WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2",0.20416434846177,"not"
"25","sp|A4D1S0|KLRG2_HUMAN","KLRG2","Killer cell lectin-like receptor subfamily G member 2 OS=Homo sapiens OX=9606 GN=KLRG2 PE=1 SV=3",-0.231948059568406,"not"
"26","sp|A4D1U4|DEN11_HUMAN","DENND11","DENN domain-containing protein 11 OS=Homo sapiens OX=9606 GN=DENND11 PE=1 SV=1",-0.262725972026109,"not"
"27","sp|A5D8V6|VP37C_HUMAN","VPS37C","Vacuolar protein sorting-associated protein 37C OS=Homo sapiens OX=9606 GN=VPS37C PE=1 SV=2",-0.384526955341691,"not"
"28","sp|A5PLL7|TM189_HUMAN","TMEM189","Transmembrane protein 189 OS=Homo sapiens OX=9606 GN=TMEM189 PE=1 SV=3",-0.617873692107576,"not"
"29","sp|A5PLN9-5|TPC13_HUMAN","TRAPPC13","Isoform 4 of Trafficking protein particle complex subunit 13 OS=Homo sapiens OX=9606 GN=TRAPPC13",0.027148219936846,"not"
"30","sp|A5YKK6|CNOT1_HUMAN","CNOT1","CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2",-0.0838208814144856,"not"
"31","sp|A6H8Y1|BDP1_HUMAN","BDP1","Transcription factor TFIIIB component B'' homolog OS=Homo sapiens OX=9606 GN=BDP1 PE=1 SV=3",-0.0503215871644187,"not"
"32","sp|A6ND36|FA83G_HUMAN","FAM83G","Protein FAM83G OS=Homo sapiens OX=9606 GN=FAM83G PE=1 SV=2",0.195588996162934,"candidate"
"33","sp|A6NDG6|PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1",0.0438392185797483,"candidate"
"34","sp|A6NDU8|CE051_HUMAN","C5orf51","UPF0600 protein C5orf51 OS=Homo sapiens OX=9606 GN=C5orf51 PE=1 SV=1",-0.146390711502249,"not"
"35","sp|A6NHR9|SMHD1_HUMAN","SMCHD1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2",0.161798884102712,"not"
"36","sp|A6NIH7|U119B_HUMAN","UNC119B","Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1",0.0436008841569784,"not"
"37","sp|A6NJ78|MET15_HUMAN","METTL15","Probable methyltransferase-like protein 15 OS=Homo sapiens OX=9606 GN=METTL15 PE=1 SV=1",-0.167833938157083,"not"
"38","sp|A6NKD9|CC85C_HUMAN","CCDC85C","Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1",-0.150035527627448,"not"
"39","sp|A6NKF1|SAC31_HUMAN","SAC3D1","SAC3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SAC3D1 PE=1 SV=2",-0.285790265026202,"not"
"40","sp|A6NMT0|DBX1_HUMAN","DBX1","Homeobox protein DBX1 OS=Homo sapiens OX=9606 GN=DBX1 PE=3 SV=2",-0.129116039920412,"not"
"41","sp|A6NNL5|CO061_HUMAN","C15orf61","Uncharacterized protein C15orf61 OS=Homo sapiens OX=9606 GN=C15orf61 PE=2 SV=2",0.0271462728933436,"not"
"42","sp|A6QL64|AN36A_HUMAN","ANKRD36","Ankyrin repeat domain-containing protein 36A OS=Homo sapiens OX=9606 GN=ANKRD36 PE=2 SV=3",-0.510453604361485,"not"
"43","sp|A6ZKI3|RTL8C_HUMAN","RTL8C","Retrotransposon Gag-like protein 8C OS=Homo sapiens OX=9606 GN=RTL8C PE=1 SV=1",-0.467183861516101,"not"
"44","sp|A7E2V4-2|ZSWM8_HUMAN","ZSWIM8","Isoform 2 of Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8",-0.154481964093447,"not"
"45","sp|A8CG34|P121C_HUMAN","POM121C","Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3",-0.361436185565314,"not"
"46","sp|A8K855|EFCB7_HUMAN","EFCAB7","EF-hand calcium-binding domain-containing protein 7 OS=Homo sapiens OX=9606 GN=EFCAB7 PE=1 SV=1",-0.107926254702637,"not"
"47","sp|A8MQ14|ZN850_HUMAN","ZNF850","Zinc finger protein 850 OS=Homo sapiens OX=9606 GN=ZNF850 PE=3 SV=2",-0.219188414800197,"not"
"48","sp|A8MT69|CENPX_HUMAN","CENPX","Centromere protein X OS=Homo sapiens OX=9606 GN=CENPX PE=1 SV=1",-0.181028263249955,"not"
"49","sp|A8MTT3|CEBOS_HUMAN","CEBPZOS","Protein CEBPZOS OS=Homo sapiens OX=9606 GN=CEBPZOS PE=1 SV=2",-0.742072989602899,"not"
"50","sp|A8MTY0|ZN724_HUMAN","ZNF724","Zinc finger protein 724 OS=Homo sapiens OX=9606 GN=ZNF724 PE=2 SV=3",0.202248770514959,"not"
"51","sp|A8MVW0|F1712_HUMAN","FAM171A2","Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1",0.500535628967695,"not"
"52","sp|A8MW92|P20L1_HUMAN","PHF20L1","PHD finger protein 20-like protein 1 OS=Homo sapiens OX=9606 GN=PHF20L1 PE=1 SV=2",-0.339177270417622,"not"
"53","sp|A8MWD9|RUXGL_HUMAN","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2",-0.0406822907455631,"not"
"54","sp|A8MXV4|NUD19_HUMAN","NUDT19","Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1",-0.0202851629536909,"not"
"55","sp|B2RTY4-4|MYO9A_HUMAN","MYO9A","Isoform 4 of Unconventional myosin-IXa OS=Homo sapiens OX=9606 GN=MYO9A",0.196353967822425,"not"
"56","sp|B7ZAQ6|GPHRA_HUMAN","GPR89A","Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2",-0.0931256715102222,"not"
"57","sp|C9JLR9|CK095_HUMAN","C11orf95","Uncharacterized protein C11orf95 OS=Homo sapiens OX=9606 GN=C11orf95 PE=1 SV=1",0.145213611736455,"not"
"58","sp|C9JLW8|MCRI1_HUMAN","MCRIP1","Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1",-0.0942498516365156,"not"
"59","sp|E9PAV3|NACAM_HUMAN","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",-0.306689078237905,"not"
"60","sp|E9PRG8|CK098_HUMAN","C11orf98","Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2",-0.0061151766973957,"not"
"61","sp|L0R819|ASURF_HUMAN","ASDURF","ASNSD1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=ASDURF PE=1 SV=1",-0.667565947504114,"not"
"62","sp|O00115|DNS2A_HUMAN","DNASE2","Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2",-0.780250659387274,"not"
"63","sp|O00116|ADAS_HUMAN","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1",-0.122917549937966,"candidate"
"64","sp|O00124|UBXN8_HUMAN","UBXN8","UBX domain-containing protein 8 OS=Homo sapiens OX=9606 GN=UBXN8 PE=1 SV=2",-0.482596829485562,"not"
"65","sp|O00139-2|KIF2A_HUMAN","KIF2A","Isoform 2 of Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A",-0.148901686447214,"not"
"66","sp|O00148|DX39A_HUMAN","DDX39A","ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2",0.25841682130601,"not"
"67","sp|O00151|PDLI1_HUMAN","PDLIM1","PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4",-0.258217158596239,"not"
"68","sp|O00154|BACH_HUMAN","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3",0.332632624835441,"not"
"69","sp|O00159|MYO1C_HUMAN","MYO1C","Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4",-0.187520592981738,"not"
"70","sp|O00161|SNP23_HUMAN","SNAP23","Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1",-0.156285595036557,"not"
"71","sp|O00165-2|HAX1_HUMAN","HAX1","Isoform 2 of HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1",0.000638499580595919,"not"
"72","sp|O00170|AIP_HUMAN","AIP","AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2",-0.0233076396503193,"not"
"73","sp|O00178|GTPB1_HUMAN","GTPBP1","GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3",0.154663712687721,"not"
"74","sp|O00186|STXB3_HUMAN","STXBP3","Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2",0.0290177435234256,"not"
"75","sp|O00189|AP4M1_HUMAN","AP4M1","AP-4 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP4M1 PE=1 SV=2",0.0436283872025776,"candidate"
"76","sp|O00193|SMAP_HUMAN","SMAP","Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1",0.471971338672539,"not"
"77","sp|O00203|AP3B1_HUMAN","AP3B1","AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3",-0.0759312210640566,"not"
"78","sp|O00213|APBB1_HUMAN","APBB1","Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2",-0.580151331996076,"not"
"79","sp|O00217|NDUS8_HUMAN","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",-0.117431306299984,"not"
"80","sp|O00221|IKBE_HUMAN","NFKBIE","NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3",0.0843879217130148,"not"
"81","sp|O00231-2|PSD11_HUMAN","PSMD11","Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11",-0.0728423199088191,"not"
"82","sp|O00232|PSD12_HUMAN","PSMD12","26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3",-0.168163864283898,"not"
"83","sp|O00233|PSMD9_HUMAN","PSMD9","26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3",0.152372524862177,"not"
"84","sp|O00244|ATOX1_HUMAN","ATOX1","Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1",0.404976660324087,"not"
"85","sp|O00255|MEN1_HUMAN","MEN1","Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=4",-0.225425783789529,"not"
"86","sp|O00257|CBX4_HUMAN","CBX4","E3 SUMO-protein ligase CBX4 OS=Homo sapiens OX=9606 GN=CBX4 PE=1 SV=3",0.00463738446601525,"not"
"87","sp|O00264|PGRC1_HUMAN","PGRMC1","Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3",-0.0311509724648786,"not"
"88","sp|O00267|SPT5H_HUMAN","SUPT5H","Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1",0.018943802574789,"not"
"89","sp|O00268|TAF4_HUMAN","TAF4","Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2",0.0724422530199611,"not"
"90","sp|O00273|DFFA_HUMAN","DFFA","DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1",0.246433885307365,"not"
"91","sp|O00291|HIP1_HUMAN","HIP1","Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5",-0.145877356569994,"not"
"92","sp|O00299|CLIC1_HUMAN","CLIC1","Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4",-0.0592580509702501,"not"
"93","sp|O00303|EIF3F_HUMAN","EIF3F","Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1",0.198905778332048,"not"
"94","sp|O00311|CDC7_HUMAN","CDC7","Cell division cycle 7-related protein kinase OS=Homo sapiens OX=9606 GN=CDC7 PE=1 SV=1",-0.0221232192480816,"not"
"95","sp|O00330|ODPX_HUMAN","PDHX","Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",0.257027732985328,"not"
"96","sp|O00399|DCTN6_HUMAN","DCTN6","Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1",-0.0305722840695672,"candidate"
"97","sp|O00400|ACATN_HUMAN","SLC33A1","Acetyl-coenzyme A transporter 1 OS=Homo sapiens OX=9606 GN=SLC33A1 PE=1 SV=1",-0.116950136682537,"not"
"98","sp|O00401|WASL_HUMAN","WASL","Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2",-0.0968878637179422,"candidate"
"99","sp|O00409|FOXN3_HUMAN","FOXN3","Forkhead box protein N3 OS=Homo sapiens OX=9606 GN=FOXN3 PE=1 SV=1",-0.066112809588903,"not"
"100","sp|O00410-3|IPO5_HUMAN","IPO5","Isoform 3 of Importin-5 OS=Homo sapiens OX=9606 GN=IPO5",-0.0313326532240836,"not"
"101","sp|O00411|RPOM_HUMAN","POLRMT","DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2",-0.0501708374523666,"candidate"
"102","sp|O00418|EF2K_HUMAN","EEF2K","Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=2",-0.178894745056065,"not"
"103","sp|O00422-2|SAP18_HUMAN","SAP18","Isoform 2 of Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18",0.0986909492351664,"not"
"104","sp|O00423-3|EMAL1_HUMAN","EML1","Isoform 3 of Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens OX=9606 GN=EML1",0.231299396970183,"not"
"105","sp|O00425|IF2B3_HUMAN","IGF2BP3","Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2",0.232156305170161,"not"
"106","sp|O00429-6|DNM1L_HUMAN","DNM1L","Isoform 6 of Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L",0.196461219757676,"candidate"
"107","sp|O00429-8|DNM1L_HUMAN","DNM1L","Isoform 8 of Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L",0.301662379183687,"not"
"108","sp|O00442-2|RTCA_HUMAN","RTCA","Isoform 2 of RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA",0.201988255505896,"not"
"109","sp|O00443|P3C2A_HUMAN","PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2",-0.191419504282127,"candidate"
"110","sp|O00458|IFRD1_HUMAN","IFRD1","Interferon-related developmental regulator 1 OS=Homo sapiens OX=9606 GN=IFRD1 PE=1 SV=4",2.22331733001197,"not"
"111","sp|O00459|P85B_HUMAN","PIK3R2","Phosphatidylinositol 3-kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PIK3R2 PE=1 SV=2",-0.652225578986135,"not"
"112","sp|O00461|GOLI4_HUMAN","GOLIM4","Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1",-0.503843860833545,"candidate"
"113","sp|O00462|MANBA_HUMAN","MANBA","Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3",-0.224713102198425,"not"
"114","sp|O00468|AGRIN_HUMAN","AGRN","Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6",-1.99781382183583,"not"
"115","sp|O00469-2|PLOD2_HUMAN","PLOD2","Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2",-0.169786898000016,"candidate"
"116","sp|O00470-2|MEIS1_HUMAN","MEIS1","Isoform 2 of Homeobox protein Meis1 OS=Homo sapiens OX=9606 GN=MEIS1",-0.214388855742078,"not"
"117","sp|O00471|EXOC5_HUMAN","EXOC5","Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1",-0.0251980961184728,"candidate"
"118","sp|O00472|ELL2_HUMAN","ELL2","RNA polymerase II elongation factor ELL2 OS=Homo sapiens OX=9606 GN=ELL2 PE=1 SV=2",-0.4090966797073,"not"
"119","sp|O00483|NDUA4_HUMAN","NDUFA4","Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1",-0.445747824334266,"not"
"120","sp|O00487|PSDE_HUMAN","PSMD14","26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1",0.0388282849169919,"not"
"121","sp|O00488|ZN593_HUMAN","ZNF593","Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2",-1.07115614941232,"not"
"122","sp|O00499|BIN1_HUMAN","BIN1","Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1",0.0214894188566799,"not"
"123","sp|O00505|IMA4_HUMAN","KPNA3","Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2",-0.167638217654456,"not"
"124","sp|O00506|STK25_HUMAN","STK25","Serine/threonine-protein kinase 25 OS=Homo sapiens OX=9606 GN=STK25 PE=1 SV=1",-0.198886445323534,"not"
"125","sp|O00512|BCL9_HUMAN","BCL9","B-cell CLL/lymphoma 9 protein OS=Homo sapiens OX=9606 GN=BCL9 PE=1 SV=4",0.159525128333964,"not"
"126","sp|O00522|KRIT1_HUMAN","KRIT1","Krev interaction trapped protein 1 OS=Homo sapiens OX=9606 GN=KRIT1 PE=1 SV=2",-0.20534076147182,"not"
"127","sp|O00541|PESC_HUMAN","PES1","Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1",0.142662038502486,"not"
"128","sp|O00559-2|RCAS1_HUMAN","EBAG9","Isoform 2 of Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens OX=9606 GN=EBAG9",-0.266466554240647,"not"
"129","sp|O00560|SDCB1_HUMAN","SDCBP","Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1",-0.183869981717283,"not"
"130","sp|O00566|MPP10_HUMAN","MPHOSPH10","U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2",0.163212212703719,"not"
"131","sp|O00567|NOP56_HUMAN","NOP56","Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4",0.373033281928866,"not"
"132","sp|O00571|DDX3X_HUMAN","DDX3X","ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3",0.00222245431278978,"not"
"133","sp|O00584|RNT2_HUMAN","RNASET2","Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2",-0.0732673088752414,"candidate"
"134","sp|O00625|PIR_HUMAN","PIR","Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1",-0.0397726121822366,"not"
"135","sp|O00629|IMA3_HUMAN","KPNA4","Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1",-0.190864065342456,"not"
"136","sp|O00712-5|NFIB_HUMAN","NFIB","Isoform 5 of Nuclear factor 1 B-type OS=Homo sapiens OX=9606 GN=NFIB",1.01978039685567,"not"
"137","sp|O00716|E2F3_HUMAN","E2F3","Transcription factor E2F3 OS=Homo sapiens OX=9606 GN=E2F3 PE=1 SV=1",0.800046540790117,"not"
"138","sp|O00743-3|PPP6_HUMAN","PPP6C","Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C",-0.508685757994918,"not"
"139","sp|O00746|NDKM_HUMAN","NME4","Nucleoside diphosphate kinase, mitochondrial OS=Homo sapiens OX=9606 GN=NME4 PE=1 SV=1",-0.309728195070594,"not"
"140","sp|O00754|MA2B1_HUMAN","MAN2B1","Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3",-0.709445263656631,"not"
"141","sp|O00762|UBE2C_HUMAN","UBE2C","Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1",-1.49519109928169,"not"
"142","sp|O00764|PDXK_HUMAN","PDXK","Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1",0.278097636333904,"not"
"143","sp|O00767|ACOD_HUMAN","SCD","Acyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2",-2.42755618631483,"not"
"144","sp|O14495|PLPP3_HUMAN","PLPP3","Phospholipid phosphatase 3 OS=Homo sapiens OX=9606 GN=PLPP3 PE=1 SV=1",-0.770014661571793,"not"
"145","sp|O14497|ARI1A_HUMAN","ARID1A","AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3",0.137872274239875,"not"
"146","sp|O14519|CDKA1_HUMAN","CDK2AP1","Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1",-0.063964117493974,"not"
"147","sp|O14521|DHSD_HUMAN","SDHD","Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHD PE=1 SV=1",0.0471549428777944,"not"
"148","sp|O14524|NEMP1_HUMAN","NEMP1","Nuclear envelope integral membrane protein 1 OS=Homo sapiens OX=9606 GN=NEMP1 PE=1 SV=2",0.150649247212108,"not"
"149","sp|O14530|TXND9_HUMAN","TXNDC9","Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2",-0.442695373895656,"not"
"150","sp|O14531|DPYL4_HUMAN","DPYSL4","Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2",0.744414882787177,"not"
